Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Description
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy,
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice, vomiting, fatigue, weight_loss, high_fever,
Jaundice,itching, fatigue, weight_loss, high_fever,
Jaundice,itching, vomiting, weight_loss, high_fever,
Jaundice,itching, vomiting, fatigue, high_fever,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice, vomiting, fatigue, weight_loss, high_fever,
Jaundice,itching, fatigue, weight_loss, high_fever,
Jaundice,itching, vomiting, weight_loss, high_fever,
Jaundice,itching, vomiting, fatigue, high_fever,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice,itching, vomiting, fatigue, weight_loss,
Jaundice,itching, vomiting, fatigue, weight_loss,
